0	4763	48
1	3134	63
2	3284	101
3	3358	139
4	3519	185
5	3703	236
6	4533	341
7	4164	362
8	3918	387
9	4371	485
10	4693	580
11	4411	601
12	4490	670
13	4499	732
14	4238	748
15	4166	793
16	4104	840
17	3993	876
18	3859	905
19	3800	950
20	3735	992
21	3556	1003
22	3403	1016
23	3361	1061
24	3311	1103
25	3380	1187
26	3502	1295
27	3547	1379
28	3475	1419
29	3352	1436
30	3227	1449
31	3105	1461
32	3059	1506
33	3004	1547
34	2907	1565
35	2842	1598
36	2749	1614
37	2686	1646
38	2593	1657
39	2540	1693
40	2486	1728
41	2437	1764
42	2385	1799
43	2313	1817
44	2239	1832
45	2186	1862
46	2141	1898
47	2098	1937
48	2083	2001
49	2097	2097
50	2098	2184
51	2079	2252
52	2020	2278
53	1957	2298
54	1920	2347
55	1863	2372
56	1819	2411
57	1783	2463
58	1731	2491
59	1685	2527
60	1646	2576
61	1586	2587
62	1541	2625
63	1497	2663
64	1442	2679
65	1400	2719
66	1361	2764
67	1320	2807
68	1266	2819
69	1224	2856
70	1183	2896
71	1131	2908
72	1091	2951
73	1043	2969
74	1000	3002
75	960	3040
76	919	3077
77	878	3114
78	839	3156
79	798	3195
80	762	3249
81	721	3285
82	682	3330
83	641	3369
84	601	3407
85	559	3439
86	520	3484
87	482	3537
88	446	3616
89	406	3658
90	365	3697
91	324	3735
92	284	3773
93	242	3806
94	202	3842
95	161	3881
96	121	3943
97	81	3982
98	40	4018
99	0	4063
